Age,Gender,College_Tier,Specialization,CGPA,DSA_Problems_Solved,Internships,Certifications,Projects_Count,Communication_Skills,Aptitude_Test_Score,LeetCode_Rating,GitHub_Contributions,Hackathons_Participated,AI_ML_Skill_Level,System_Design_Knowledge,Resume_Score,Mock_Interview_Score,Placement_Status,Salary_LPA
20,Male,Tier 3,Data Science,7.33,227,3,1,1,100,94,1697,196,0,3,10,72,85,1,11.29
25,Male,Tier 2,Mechanical,5.87,0,0,3,3,57,70,1627,31,7,3,1,84,66,1,5.29
22,Female,Tier 2,Civil,7.59,623,1,1,5,64,52,1447,187,6,4,9,60,37,1,12.14
24,Other,Tier 2,Civil,7.1,387,2,5,10,72,76,1348,141,6,5,3,46,75,1,13.22
21,Male,Tier 3,Data Science,6.53,398,1,7,9,62,64,1388,59,2,2,4,87,65,1,11.6
22,Other,Tier 3,Information Technology,6.3,254,0,3,10,94,84,1446,206,5,3,3,60,75,1,10.89
23,Other,Tier 1,Information Technology,7.17,372,1,9,10,49,59,1936,164,7,9,5,56,97,1,13.16
18,Male,Tier 1,Civil,5.89,90,0,8,8,40,77,1343,71,3,3,6,90,57,1,9.24
23,Male,Tier 1,Civil,7.26,329,2,2,2,94,81,1425,158,1,6,7,82,47,1,13.14
23,Female,Tier 2,AI/ML,5.22,109,2,6,11,71,75,1399,23,2,9,10,95,80,1,13.48
21,Other,Tier 3,AI/ML,8.73,432,1,4,3,51,35,1375,239,6,10,1,56,75,1,14.98
21,Other,Tier 3,Mechanical,6.86,157,0,1,4,62,75,1344,88,2,2,6,73,36,1,10.43
22,Male,Tier 2,Computer Science,7.36,250,1,1,12,40,41,1602,215,6,8,7,55,87,1,14.89
25,Female,Tier 2,Mechanical,5.72,0,0,7,10,81,63,1777,10,2,8,2,96,39,1,10.53
22,Male,Tier 2,Computer Science,6.03,0,0,2,7,50,44,1639,180,8,2,6,83,96,1,8.27
18,Female,Tier 3,AI/ML,4.61,168,2,6,3,43,47,1587,1,5,4,4,71,68,1,10.65
22,Female,Tier 2,Computer Science,7.18,336,1,8,8,49,41,1491,42,5,1,7,50,72,1,13.14
25,Male,Tier 1,AI/ML,7.04,245,0,4,2,70,49,1123,84,4,7,8,76,68,1,9.96
19,Other,Tier 2,AI/ML,7.03,506,1,6,6,51,92,969,0,0,5,8,74,68,1,14.77
21,Female,Tier 3,AI/ML,6.99,149,2,10,2,45,79,1813,71,8,7,10,59,42,1,16.74
24,Other,Tier 2,Civil,7.88,176,2,7,10,96,65,2205,71,7,5,2,70,39,1,14.69
20,Male,Tier 3,Mechanical,7.5,445,0,2,4,91,59,1996,122,2,1,7,50,90,1,8.79
21,Other,Tier 1,Civil,7.66,148,1,1,2,64,85,2154,130,8,6,5,78,93,1,11.9
18,Other,Tier 3,Civil,7.38,47,2,1,7,49,53,1109,216,1,2,10,94,47,1,10.59
22,Other,Tier 3,Mechanical,6.15,330,1,10,8,76,95,1864,177,0,3,5,70,53,1,12.51
24,Male,Tier 2,Electronics,6.44,36,2,0,12,70,69,1975,94,5,1,6,97,73,1,10.35
22,Female,Tier 3,Data Science,8.53,333,2,1,4,48,73,1609,293,7,6,5,91,88,1,12.74
19,Male,Tier 2,Data Science,8.13,258,1,7,9,95,82,1544,242,0,9,3,49,74,1,14.92
24,Male,Tier 3,Civil,7.74,410,3,0,3,52,60,1322,52,0,4,1,74,41,1,11.4
23,Other,Tier 1,Electronics,5.23,558,3,8,7,80,50,1063,102,0,4,6,76,92,1,10.93
20,Female,Tier 3,Electronics,7.51,372,1,4,12,93,46,1751,73,4,1,7,48,55,1,10.67
21,Male,Tier 3,Information Technology,7.48,212,0,10,7,72,37,2012,159,0,8,3,86,57,1,13.85
18,Male,Tier 2,Data Science,7.86,426,3,10,5,67,83,1513,16,5,8,5,58,94,1,15.59
22,Other,Tier 2,Civil,6.55,170,1,1,1,72,82,1655,219,8,10,10,63,73,1,12.98
19,Female,Tier 1,Electronics,7.51,505,2,4,5,81,73,1534,328,3,3,9,93,65,1,13.44
18,Other,Tier 2,Electronics,5.44,363,2,0,11,71,72,1583,223,4,7,7,69,39,1,13.2
21,Female,Tier 3,AI/ML,7.06,66,2,10,8,98,80,1376,51,8,5,3,98,58,1,11.39
22,Male,Tier 2,Information Technology,7.79,500,1,8,3,100,77,1588,24,1,4,6,59,74,1,13.02
24,Female,Tier 2,Civil,8.4,158,1,1,8,43,44,1403,121,7,4,9,52,83,1,11.05
22,Female,Tier 1,Data Science,7.85,231,0,3,6,66,93,1596,49,2,6,3,94,45,1,11.21
25,Female,Tier 3,AI/ML,7.92,194,1,0,1,68,70,2054,88,3,3,10,93,55,1,12.39
25,Male,Tier 1,Mechanical,8.13,37,2,6,7,70,84,833,0,0,1,9,57,82,1,14.73
18,Female,Tier 3,Civil,6.65,633,0,10,1,80,66,1252,134,3,6,5,53,48,1,14.2
24,Other,Tier 3,AI/ML,9.21,559,0,0,5,100,72,1872,201,7,9,10,78,78,1,15.25
24,Other,Tier 3,Electronics,7.98,167,4,7,6,88,59,1163,119,2,7,1,59,63,1,14.94
20,Male,Tier 3,Civil,6.75,354,1,1,6,85,39,1784,127,6,5,9,84,41,1,14.56
18,Other,Tier 1,Data Science,6.06,220,0,1,7,68,83,1199,0,1,9,5,75,54,1,11.38
21,Other,Tier 3,Computer Science,7.08,477,1,10,2,82,69,1670,38,2,7,2,77,50,1,16.17
22,Male,Tier 3,Mechanical,8.42,337,0,3,5,93,60,1370,43,5,7,5,55,40,1,12.09
25,Male,Tier 3,Mechanical,8.29,532,1,0,1,82,46,1990,80,1,10,8,54,46,1,12.09
19,Other,Tier 3,Electronics,7.34,0,2,7,5,56,94,1563,108,0,2,3,100,40,1,10.94
22,Female,Tier 3,Electronics,5.61,327,1,1,2,94,40,1263,26,0,3,3,66,80,1,4.34
25,Other,Tier 2,Information Technology,7.17,515,0,5,3,47,86,2031,83,6,8,5,98,84,1,10.93
25,Female,Tier 3,Data Science,7.67,100,0,2,12,86,42,1555,181,2,2,7,82,96,1,13.19
25,Male,Tier 3,Data Science,7.1,219,1,0,11,96,51,1142,53,7,8,2,71,91,1,12.33
18,Male,Tier 2,Electronics,7.57,387,0,10,9,89,63,1168,239,5,9,9,89,47,1,12.21
24,Other,Tier 3,Mechanical,7.18,137,1,10,11,64,54,800,190,8,10,1,45,55,1,14.92
25,Female,Tier 3,Computer Science,6.92,260,2,5,4,61,70,1630,0,0,9,4,80,83,1,12.58
24,Male,Tier 1,Mechanical,7.99,61,3,7,2,94,98,1552,11,7,6,2,76,37,1,15.22
19,Female,Tier 2,Civil,7.16,7,1,1,10,79,73,1857,61,8,9,4,86,93,1,11.51
23,Female,Tier 3,Data Science,7.4,422,0,7,6,75,95,1094,124,5,8,2,51,63,1,13.18
18,Female,Tier 2,Information Technology,7.89,276,4,4,9,73,82,1321,53,1,1,3,76,52,1,13.58
24,Male,Tier 2,AI/ML,6.13,0,0,6,4,69,59,1602,192,5,2,7,47,50,1,4.78
25,Female,Tier 3,Civil,6.19,342,0,7,1,73,41,2170,121,8,7,10,75,100,1,9.6
20,Other,Tier 3,Information Technology,7.02,456,3,1,7,82,76,1223,56,8,7,7,83,66,1,12.85
22,Female,Tier 3,Electronics,6.25,268,1,2,3,66,100,2018,145,4,9,6,90,62,1,11.9
21,Male,Tier 3,Electronics,6.91,15,2,10,3,85,57,1759,113,8,9,6,90,49,1,13.27
23,Other,Tier 2,Civil,10.0,294,3,6,11,87,71,1186,85,6,1,9,51,38,1,16.7
24,Male,Tier 1,Computer Science,7.31,34,0,2,5,83,67,1771,66,2,1,5,58,39,1,13.89
23,Female,Tier 1,Data Science,8.28,182,2,8,4,87,84,1898,125,3,9,5,89,41,1,16.43
24,Female,Tier 2,Data Science,7.68,123,4,5,9,43,36,1224,202,4,4,10,100,91,1,13.47
21,Other,Tier 3,Information Technology,6.8,106,1,9,9,87,60,1598,285,3,5,8,56,44,1,9.5
20,Male,Tier 3,Computer Science,7.22,461,1,6,5,75,68,1422,156,2,3,10,99,67,1,9.25
18,Female,Tier 2,AI/ML,7.63,221,0,5,10,43,73,1795,214,7,10,9,67,44,1,18.28
23,Other,Tier 2,AI/ML,7.78,298,1,8,3,66,86,1518,91,1,6,4,58,77,1,13.4
23,Female,Tier 2,Data Science,6.9,275,2,7,9,92,36,1911,39,1,6,8,60,66,1,15.0
18,Other,Tier 3,Mechanical,8.52,232,3,1,7,56,71,800,71,0,9,6,77,100,1,18.21
25,Female,Tier 1,Information Technology,7.18,100,0,8,2,100,47,1273,187,2,9,9,45,43,1,13.54
21,Other,Tier 3,AI/ML,6.96,194,3,6,2,53,90,1312,46,1,3,1,74,77,1,15.8
18,Male,Tier 1,AI/ML,6.88,432,2,8,2,76,64,1982,199,4,7,7,73,86,1,12.14
24,Female,Tier 1,Information Technology,7.6,246,0,0,11,86,43,1133,145,0,2,6,77,48,1,8.32
22,Other,Tier 2,Computer Science,8.39,180,1,7,7,65,38,1520,142,7,3,9,59,52,1,11.79
24,Other,Tier 2,Information Technology,7.79,178,0,10,12,81,82,1754,12,0,9,9,54,50,1,13.18
18,Male,Tier 3,Mechanical,9.14,99,1,1,5,53,79,1212,161,3,7,9,54,55,1,14.47
20,Male,Tier 3,Electronics,7.55,323,0,2,11,91,41,1672,208,8,8,9,49,72,1,13.26
19,Female,Tier 1,Information Technology,6.96,350,2,5,6,48,65,2114,109,1,5,10,49,59,1,10.52
23,Female,Tier 2,Civil,8.31,231,2,9,3,76,81,800,187,5,7,3,45,75,1,13.08
21,Male,Tier 3,Information Technology,7.11,299,1,5,3,83,77,1516,176,7,8,8,67,74,1,11.92
25,Other,Tier 1,Information Technology,7.71,211,2,4,3,97,60,1708,169,4,2,2,46,99,1,10.3
18,Other,Tier 3,Data Science,8.29,169,2,0,9,56,95,1732,149,2,6,7,59,72,1,17.51
20,Female,Tier 2,Computer Science,6.98,197,1,8,1,82,65,1443,95,2,9,3,73,55,1,14.58
20,Other,Tier 3,Information Technology,5.58,91,3,2,12,86,96,1076,196,5,1,4,93,97,1,14.29
21,Male,Tier 2,AI/ML,7.1,224,0,3,9,98,81,1474,212,6,8,8,47,40,1,10.23
23,Male,Tier 3,Civil,7.44,396,2,4,12,56,57,1625,135,6,7,6,82,44,1,15.45
22,Female,Tier 3,AI/ML,4.5,351,1,5,6,71,96,1221,0,0,9,3,73,56,1,12.02
21,Male,Tier 2,Electronics,8.57,229,0,2,3,63,50,1783,248,3,7,6,91,49,1,15.59
25,Other,Tier 2,AI/ML,8.84,361,2,10,7,41,66,1476,0,0,3,10,82,55,1,12.88
20,Other,Tier 2,Civil,6.36,575,0,2,5,99,58,1388,129,8,7,10,81,37,1,12.29
22,Male,Tier 2,Civil,7.24,504,4,7,3,54,87,1232,135,2,10,3,84,100,1,14.11
22,Male,Tier 3,Electronics,5.88,158,3,9,10,44,64,1437,85,6,7,3,51,37,1,11.52
21,Other,Tier 3,Civil,5.79,237,2,2,10,46,57,923,180,7,10,10,47,99,1,13.2
19,Male,Tier 2,AI/ML,5.74,203,3,8,1,97,90,1186,145,8,7,6,100,40,1,15.47
24,Male,Tier 3,Mechanical,5.32,267,2,6,6,77,47,1393,173,6,3,5,75,64,1,10.98
19,Female,Tier 3,Civil,6.45,202,1,3,1,85,35,1171,206,8,2,9,45,83,1,10.5
21,Other,Tier 3,Mechanical,9.1,240,1,2,7,81,67,1202,0,4,9,7,81,81,1,11.07
22,Other,Tier 2,AI/ML,5.62,290,1,8,8,51,82,1628,0,8,9,8,61,74,1,13.69
23,Other,Tier 2,AI/ML,6.72,272,3,10,2,87,64,2014,191,7,3,2,58,100,1,11.84
24,Female,Tier 3,Civil,6.31,0,2,0,3,64,35,1198,103,1,3,8,83,90,1,9.37
19,Male,Tier 2,Electronics,7.07,261,0,0,12,64,86,1371,67,8,5,10,48,57,1,11.49
25,Female,Tier 1,Data Science,7.64,86,2,8,5,52,39,1943,112,8,9,4,84,56,1,14.25
18,Female,Tier 2,Computer Science,7.91,284,4,1,5,89,86,1783,142,5,7,7,82,60,1,14.0
18,Other,Tier 3,Computer Science,7.56,78,1,8,10,62,79,1487,117,4,4,10,57,93,1,11.53
24,Other,Tier 1,AI/ML,7.07,0,1,1,9,44,99,1257,127,4,6,2,96,100,1,12.48
22,Other,Tier 3,Civil,6.17,439,1,7,7,76,96,1146,197,3,6,8,88,93,1,12.29
18,Female,Tier 1,Computer Science,6.55,516,1,3,11,84,64,1032,193,5,7,6,78,36,1,14.04
22,Male,Tier 2,Mechanical,6.53,458,2,5,2,75,57,1362,143,7,6,6,58,69,1,12.94
20,Other,Tier 3,AI/ML,7.07,371,1,3,4,87,65,1727,0,4,4,4,57,66,1,14.16
23,Male,Tier 3,Computer Science,5.54,404,3,10,11,71,35,1844,32,8,1,8,68,75,1,10.01
25,Other,Tier 3,Mechanical,6.09,217,0,8,5,65,63,1342,182,2,1,9,96,89,1,11.79
25,Other,Tier 1,Electronics,8.6,165,1,10,3,69,50,1376,0,8,8,6,89,36,1,12.37
18,Other,Tier 2,Civil,8.16,492,0,5,10,95,68,1017,72,2,9,5,60,69,1,13.18
25,Other,Tier 2,AI/ML,7.48,128,1,3,7,84,82,1598,82,5,7,5,73,58,1,12.76
20,Other,Tier 3,Data Science,7.75,250,0,4,4,75,90,1297,111,6,4,3,96,54,1,11.22
25,Male,Tier 1,Mechanical,6.83,211,0,10,9,74,75,2009,164,7,5,5,80,41,1,10.37
24,Male,Tier 3,Computer Science,7.9,199,0,4,8,93,47,1860,149,7,6,5,68,81,1,11.91
22,Female,Tier 1,Computer Science,7.65,14,1,10,10,52,57,1055,24,4,6,6,88,100,1,12.91
25,Other,Tier 2,Computer Science,8.93,584,1,4,8,80,53,1673,160,2,6,7,85,86,1,10.04
19,Male,Tier 1,AI/ML,6.66,131,1,10,5,85,69,1232,106,6,5,8,94,81,1,10.58
25,Female,Tier 1,Data Science,5.22,362,0,3,11,56,45,1074,139,3,3,7,51,47,1,13.22
19,Female,Tier 2,Computer Science,6.28,0,2,8,2,46,68,1349,208,2,2,7,64,64,1,14.94
21,Other,Tier 2,Information Technology,5.97,324,0,8,3,41,39,1287,111,5,6,8,74,69,1,15.86
25,Male,Tier 3,Information Technology,5.7,288,1,9,10,69,90,1613,206,8,9,5,67,96,1,12.16
21,Male,Tier 2,Electronics,7.51,191,1,2,5,40,35,1544,92,8,3,6,63,95,1,12.85
18,Other,Tier 3,Data Science,6.83,306,1,0,7,91,72,1439,210,3,1,9,68,59,1,10.36
24,Other,Tier 2,AI/ML,5.43,439,0,10,7,93,83,1132,67,3,5,2,72,65,1,8.65
22,Female,Tier 3,Civil,8.57,0,3,6,4,94,43,2548,204,2,3,5,52,93,1,14.3
25,Female,Tier 3,Mechanical,7.15,292,0,0,3,43,37,1632,171,2,2,5,62,51,1,11.43
25,Other,Tier 1,Computer Science,7.29,220,0,7,4,61,88,1397,104,4,8,6,74,39,1,14.5
23,Male,Tier 3,AI/ML,7.79,0,0,6,2,74,95,1679,135,2,4,5,97,83,1,11.39
18,Male,Tier 3,Information Technology,6.81,418,0,7,4,87,39,1781,58,3,8,2,78,61,1,12.66
25,Female,Tier 3,Electronics,6.23,43,3,2,11,86,40,1230,188,8,9,2,61,96,1,15.69
22,Male,Tier 2,Computer Science,7.71,358,3,3,2,55,90,1630,68,5,1,3,95,70,1,13.43
19,Female,Tier 3,Computer Science,8.0,363,4,9,12,70,54,1866,176,5,2,4,55,98,1,14.5
19,Other,Tier 3,Data Science,8.27,246,2,0,6,81,54,1141,106,8,2,3,76,64,1,11.13
23,Other,Tier 3,Data Science,6.52,228,1,7,12,52,37,1172,95,6,6,3,61,40,1,7.93
25,Other,Tier 2,Electronics,7.41,250,1,7,4,76,58,1164,172,8,6,6,91,94,1,14.3
22,Other,Tier 3,Civil,5.59,135,0,8,3,68,72,1180,44,4,9,6,74,35,1,12.83
24,Other,Tier 1,Computer Science,7.01,210,2,5,10,55,76,800,170,1,9,7,57,98,1,11.23
20,Other,Tier 2,Mechanical,7.26,291,2,1,2,73,43,1926,15,0,3,3,100,39,1,6.07
21,Male,Tier 2,Computer Science,7.38,520,0,10,7,82,97,1883,136,8,10,10,61,41,1,11.92
23,Male,Tier 3,Computer Science,8.01,103,0,3,11,71,45,1616,160,7,1,6,80,88,1,12.83
23,Other,Tier 1,Civil,9.96,308,1,0,12,44,73,1271,117,1,4,9,51,47,1,10.33
21,Other,Tier 2,AI/ML,6.51,188,1,3,10,80,57,1266,132,8,9,7,92,48,1,10.96
23,Other,Tier 2,Information Technology,8.32,250,1,1,3,90,58,1446,93,8,7,9,66,55,1,13.77
25,Female,Tier 3,Civil,8.03,119,4,5,6,66,90,1219,95,5,10,4,81,62,1,13.53
24,Other,Tier 3,Electronics,6.38,178,1,7,8,65,35,1756,141,0,5,10,46,52,1,11.69
22,Male,Tier 2,AI/ML,8.05,229,0,5,1,89,70,1586,111,8,9,9,81,54,1,13.67
19,Male,Tier 2,AI/ML,6.62,0,0,5,10,55,64,1403,233,4,5,2,81,86,1,12.65
21,Other,Tier 1,Electronics,8.17,435,2,2,8,92,47,1481,135,4,1,10,69,45,1,11.0
18,Female,Tier 2,Data Science,6.88,342,1,1,4,87,36,1871,108,6,1,5,78,40,1,9.6
23,Other,Tier 3,Electronics,7.2,340,1,3,3,43,85,944,0,7,10,10,77,46,1,12.36
21,Female,Tier 2,Mechanical,5.98,173,0,5,2,70,41,1398,83,8,7,5,50,86,1,13.79
24,Other,Tier 1,AI/ML,7.53,295,1,3,8,65,60,1667,28,8,10,9,60,66,1,15.8
19,Female,Tier 3,Electronics,7.12,350,2,9,2,47,87,1074,0,6,6,6,57,76,1,14.53
23,Other,Tier 3,Data Science,7.58,114,1,5,10,92,91,1145,210,2,8,1,97,64,1,10.79
21,Other,Tier 2,Data Science,8.84,114,2,1,2,87,41,1673,93,3,10,3,100,71,1,16.68
18,Female,Tier 3,Computer Science,6.66,225,1,7,1,61,61,1464,39,8,4,4,79,68,1,12.71
25,Other,Tier 3,AI/ML,6.69,215,2,10,1,64,40,1101,0,4,3,1,63,60,1,11.27
22,Male,Tier 2,Computer Science,9.61,367,0,10,5,82,81,1443,98,1,1,5,100,84,1,12.03
21,Female,Tier 2,Information Technology,7.75,72,0,5,8,95,46,1840,177,2,4,9,74,37,1,12.84
18,Male,Tier 3,Electronics,7.64,252,1,6,12,50,37,1685,167,5,6,6,85,73,1,11.9
21,Other,Tier 2,Computer Science,6.63,265,2,6,1,100,70,1992,20,3,3,6,70,52,1,8.67
19,Other,Tier 2,Information Technology,7.36,257,2,10,11,54,88,1510,139,3,10,3,72,74,1,13.84
23,Female,Tier 2,AI/ML,8.69,9,2,9,9,83,60,1160,111,2,5,9,53,90,1,10.57
20,Other,Tier 3,AI/ML,7.02,499,1,8,9,100,50,1457,138,2,6,3,91,38,1,9.6
23,Female,Tier 3,Electronics,6.58,193,1,10,12,57,54,1338,222,3,2,3,56,38,1,11.68
22,Other,Tier 3,AI/ML,6.09,286,2,3,11,41,80,1624,211,1,8,3,77,95,1,15.83
23,Male,Tier 3,Mechanical,6.18,128,1,2,4,54,39,1009,101,6,1,5,71,63,1,10.88
21,Male,Tier 1,Mechanical,8.19,238,3,7,12,60,93,1338,132,3,7,7,94,40,1,13.08
24,Other,Tier 2,Civil,9.29,8,3,9,10,74,39,1514,281,8,2,8,74,40,1,14.15
21,Other,Tier 2,Information Technology,7.01,196,0,6,9,88,41,1386,229,3,5,8,70,73,1,6.68
22,Female,Tier 1,Electronics,8.73,36,2,0,12,73,53,1356,85,7,8,2,91,99,1,15.96
19,Male,Tier 3,Information Technology,5.6,319,1,6,7,60,92,2158,10,0,3,8,82,60,1,10.46
25,Male,Tier 2,Information Technology,6.54,313,2,2,12,86,50,1456,68,1,2,8,85,81,1,12.21
19,Other,Tier 3,Information Technology,9.0,221,2,8,10,100,55,1701,16,6,9,7,47,56,1,13.39
23,Other,Tier 3,Data Science,7.67,472,0,2,3,89,41,1574,94,6,5,5,91,92,1,11.63
22,Other,Tier 1,AI/ML,5.95,340,4,0,10,88,67,1758,83,0,8,8,99,98,1,13.02
18,Other,Tier 3,AI/ML,7.47,184,0,10,8,69,87,1426,287,7,2,10,83,35,1,10.08
21,Other,Tier 2,Information Technology,6.84,152,2,3,1,51,53,1710,105,0,6,1,54,39,1,11.37
22,Female,Tier 3,Computer Science,8.52,462,0,2,3,83,71,1239,0,8,3,8,92,81,1,13.73
18,Male,Tier 3,Electronics,6.52,368,1,6,2,88,89,800,191,8,2,5,75,52,1,8.09
19,Other,Tier 3,Electronics,7.93,252,1,8,4,84,61,1116,87,0,2,10,91,46,1,13.02
25,Other,Tier 3,Data Science,7.31,337,4,4,7,78,75,2141,0,4,9,10,84,80,1,18.58
20,Other,Tier 3,Civil,7.3,115,2,7,8,91,58,984,104,3,5,4,45,50,1,14.58
18,Female,Tier 3,Computer Science,7.07,476,2,3,10,66,87,942,119,0,6,6,80,62,1,10.35
18,Other,Tier 2,Electronics,7.56,383,1,1,5,59,99,1302,0,8,6,1,52,77,1,12.95
23,Female,Tier 3,Civil,7.64,310,4,2,4,61,78,1882,34,7,8,1,86,52,1,16.67
25,Male,Tier 3,Data Science,8.39,0,1,5,8,90,87,1561,79,0,9,5,81,75,1,13.95
18,Male,Tier 3,Electronics,7.55,176,2,5,2,49,70,1213,122,0,6,7,85,56,1,11.07
24,Male,Tier 3,Data Science,6.11,351,2,4,12,94,75,1047,173,0,5,7,50,98,1,12.71
21,Female,Tier 2,Electronics,5.47,148,0,4,3,47,82,1867,41,0,4,2,73,99,1,8.65
18,Female,Tier 3,AI/ML,7.66,367,0,7,12,95,74,1361,72,5,3,2,97,51,1,13.87
21,Other,Tier 1,Mechanical,8.94,396,2,8,2,40,74,1479,55,0,10,2,66,94,1,13.89
18,Male,Tier 2,Information Technology,7.72,312,2,0,10,88,74,1940,172,3,6,4,57,71,1,10.37
22,Other,Tier 2,Mechanical,8.25,100,2,4,3,50,70,1315,140,1,1,10,80,100,1,16.29
19,Male,Tier 2,Civil,10.0,341,1,2,12,91,71,1385,162,3,3,2,64,78,1,15.38
25,Male,Tier 1,Mechanical,6.88,519,3,0,2,64,41,1530,159,1,7,7,56,92,1,15.04
23,Female,Tier 2,AI/ML,7.62,375,2,10,9,45,94,1233,75,2,2,8,51,93,1,9.9
22,Other,Tier 3,Data Science,7.64,366,1,3,4,49,68,1610,253,5,7,3,89,77,1,12.9
23,Female,Tier 2,Computer Science,7.87,86,1,5,8,69,56,1314,175,4,6,10,81,51,1,14.49
19,Female,Tier 3,Data Science,6.91,239,0,8,11,44,73,918,91,8,8,7,82,87,1,13.71
21,Other,Tier 2,AI/ML,7.78,325,4,6,2,61,61,1467,120,6,7,10,95,78,1,13.8
21,Male,Tier 3,Computer Science,7.9,313,2,9,8,47,94,1622,77,5,9,2,97,91,1,10.11
20,Female,Tier 3,Computer Science,8.3,178,2,10,10,89,83,1148,175,5,8,1,50,62,1,13.66
20,Other,Tier 3,Information Technology,8.26,342,3,2,11,49,92,1689,10,8,5,7,84,92,1,16.63
21,Male,Tier 3,Electronics,7.46,194,1,10,5,98,90,1500,0,5,2,10,45,100,1,12.09
24,Male,Tier 3,Computer Science,6.17,47,1,8,1,40,80,917,209,1,5,1,60,90,1,9.88
24,Other,Tier 2,Mechanical,8.73,169,1,6,9,53,57,852,30,7,3,4,80,84,1,15.06
23,Female,Tier 1,Data Science,7.04,167,2,2,1,44,37,1506,160,2,8,7,53,45,1,15.67
20,Other,Tier 3,Data Science,8.65,196,1,9,7,79,58,985,86,7,9,7,80,92,1,14.84
24,Female,Tier 2,Mechanical,6.24,106,2,9,8,94,65,1570,116,8,5,7,79,81,1,11.96
18,Male,Tier 3,Information Technology,6.44,215,1,9,8,84,45,1126,191,2,9,5,74,45,1,14.62
19,Male,Tier 2,Information Technology,5.35,110,2,10,2,83,74,926,67,0,6,9,94,36,1,11.31
25,Female,Tier 2,Mechanical,5.75,111,2,5,7,62,72,1098,136,4,3,1,89,73,1,11.04
22,Male,Tier 3,Civil,6.48,276,0,0,11,58,38,1258,98,4,8,2,53,99,1,14.93
19,Female,Tier 2,Civil,8.54,55,1,4,1,87,49,1740,184,2,10,3,87,92,1,12.24
23,Male,Tier 2,Information Technology,8.02,480,0,2,9,95,39,1057,46,5,2,3,83,54,1,13.05
25,Female,Tier 3,AI/ML,7.47,332,2,10,3,53,79,1569,151,0,5,2,48,56,1,10.22
25,Female,Tier 2,Mechanical,8.25,425,2,8,4,64,84,1369,116,7,5,3,78,90,1,10.44
18,Female,Tier 3,Mechanical,7.71,335,1,5,9,83,40,1428,209,1,9,6,99,90,1,12.9
22,Female,Tier 2,Data Science,7.76,97,0,10,10,65,94,1441,106,3,10,4,78,78,1,13.66
20,Female,Tier 2,Information Technology,6.83,230,0,1,1,66,47,1739,85,8,2,8,67,63,1,6.85
22,Female,Tier 1,Computer Science,8.95,457,2,0,10,82,62,997,175,1,2,2,99,51,1,12.15
24,Other,Tier 3,Information Technology,7.46,294,2,2,2,84,58,1367,57,4,5,8,87,44,1,11.49
25,Female,Tier 3,Information Technology,6.28,125,3,5,5,50,44,1426,62,4,1,7,69,77,1,12.79
18,Female,Tier 3,Electronics,8.69,162,0,1,8,99,60,1533,159,6,3,8,51,53,1,12.8
24,Male,Tier 3,Computer Science,7.28,361,3,4,2,42,44,1618,20,1,10,5,94,92,1,16.66
18,Female,Tier 1,Information Technology,8.09,135,0,0,11,64,69,1463,174,2,6,7,81,35,1,11.85
25,Female,Tier 2,Data Science,8.27,604,2,1,9,54,35,1174,9,6,8,2,81,80,1,15.02
23,Other,Tier 2,Computer Science,7.92,215,2,10,2,63,78,1958,12,1,8,5,86,60,1,15.52
20,Other,Tier 1,Mechanical,6.59,507,2,4,12,64,48,2147,58,5,8,2,85,91,1,11.97
21,Male,Tier 1,Computer Science,8.06,191,2,9,4,71,84,1434,122,1,9,5,76,92,1,10.71
18,Male,Tier 2,Electronics,7.19,146,2,0,7,47,62,1277,235,8,8,9,54,64,1,11.04
19,Male,Tier 3,Mechanical,8.01,208,2,7,10,42,66,1352,183,2,1,3,85,41,1,12.79
22,Male,Tier 2,AI/ML,7.77,395,3,1,2,47,98,1334,71,3,2,4,72,78,1,10.75
24,Female,Tier 1,Information Technology,6.37,692,2,2,6,93,62,1885,11,0,10,3,66,43,1,10.85
19,Female,Tier 1,Mechanical,7.68,332,0,5,9,50,91,1642,99,3,10,1,53,47,1,12.89
24,Male,Tier 1,Mechanical,7.53,262,0,0,3,99,46,800,101,4,7,8,89,51,1,10.42
21,Male,Tier 3,Civil,7.38,697,1,3,3,79,39,1578,94,2,8,10,50,73,1,14.85
23,Female,Tier 1,AI/ML,7.68,313,0,8,2,79,81,1662,284,8,9,4,74,61,1,10.58
22,Male,Tier 1,Data Science,7.67,111,0,7,8,51,55,1644,46,0,1,6,63,61,1,9.6
24,Female,Tier 2,Data Science,6.9,396,3,7,1,46,41,1771,20,8,3,3,95,38,1,12.63
25,Other,Tier 1,AI/ML,6.49,61,2,9,10,60,88,1374,95,3,6,4,94,49,1,17.25
23,Male,Tier 1,Information Technology,7.63,43,1,3,7,97,63,1252,201,1,8,10,76,41,1,17.38
24,Male,Tier 2,Civil,5.61,0,1,6,6,48,93,2104,151,3,6,5,57,77,1,9.25
20,Male,Tier 3,Computer Science,7.73,0,1,1,8,69,88,1451,146,2,6,4,63,55,1,14.53
20,Other,Tier 3,Data Science,6.19,262,0,6,9,71,62,1126,140,7,8,5,45,89,1,9.56
21,Male,Tier 2,Civil,6.79,100,0,9,3,98,35,1677,188,6,1,1,75,99,1,9.26
18,Female,Tier 2,Mechanical,7.24,32,3,1,8,71,65,1345,115,1,9,1,89,87,1,19.83
